timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,gps_available,gps_lat,gps_lng,gps_alt,satellites,railway_id,railway_name,distance_to_gps
2025-09-23T10:42:58.843935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.51352611778745,126.92889664700928,0.0,12,TRN210000000050Q5,경부선,4.07960262e-07
2025-09-23T10:42:58.853935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.51358994895937,126.92892816506193,0.0,12,TRN210000000050Q5,경부선,4.07960262e-07
2025-09-23T10:42:58.863935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.51365191649032,126.92901531935384,0.0,12,TRN210000000050Q5,경부선,4.07960262e-07
2025-09-23T10:42:58.873935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.51367131305314,126.92908941873625,0.0,12,TRN210000000050Q5,경부선,4.07960262e-07
2025-09-23T10:42:58.883935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.51407266398424,126.93070289101473,0.0,12,TRN210000000050Q5,경부선,4.07960262e-07
2025-09-23T10:42:58.893935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.51428387001109,126.93144937005039,0.0,12,TRN210000000050Q5,경부선,4.07960262e-07
2025-09-23T10:42:58.903935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.51440130323097,126.93203380138334,0.0,12,TRN210000000050Q5,경부선,4.07960262e-07
2025-09-23T10:42:58.913935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.51445596708811,126.9324813030928,0.0,12,TRN210000000050Q5,경부선,4.07960262e-07
2025-09-23T10:42:58.923935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.51449103772592,126.9334480129267,0.0,12,TRN210000000050Q5,경부선,4.07960262e-07
2025-09-23T10:42:58.933935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.51447791795252,126.93369429726873,0.0,12,TRN210000000050Q5,경부선,4.07960262e-07
2025-09-23T10:42:58.943935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.51440005141344,126.93432056584228,0.0,12,TRN210000000050Q5,경부선,4.07960262e-07
2025-09-23T10:42:58.953935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.514256339513175,126.93500072287561,0.0,12,TRN210000000050Q5,경부선,4.07960262e-07
2025-09-23T10:42:58.963935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.51418722739788,126.93526345990466,0.0,12,TRN210000000050Q5,경부선,4.07960262e-07
2025-09-23T10:42:58.973935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.51399660232064,126.93617365649783,0.0,12,TRN210000000050Q5,경부선,4.07960262e-07
2025-09-23T10:42:58.983935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.513950581814925,126.93639251763645,0.0,12,TRN210000000050Q5,경부선,4.07960262e-07
2025-09-23T10:42:58.993935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.513913259246756,126.93657742562964,0.0,12,TRN210000000050Q5,경부선,4.07960262e-07
2025-09-23T10:42:59.003935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.51387478639627,126.93675593528307,0.0,12,TRN210000000050Q5,경부선,4.07960262e-07
2025-09-23T10:42:59.013935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.51379731467157,126.93780586725349,0.0,12,TRN210000000050Q5,경부선,4.07960262e-07
2025-09-23T10:42:59.023935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.54820682873883,126.97120367489944,0.0,12,TRN210000000054K3,지하철1호선,3.989752892e-06
2025-09-23T10:42:59.033935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.54953592195915,126.97128975847622,0.0,12,TRN210000000054K3,지하철1호선,3.989752892e-06
2025-09-23T10:42:59.043935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.55019047656151,126.9713131790977,0.0,12,TRN210000000054K3,지하철1호선,3.989752892e-06
2025-09-23T10:42:59.053935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.551388739501256,126.97096800425928,0.0,12,TRN210000000054K3,지하철1호선,3.989752892e-06
2025-09-23T10:42:59.063935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.52443601346171,126.95721967629822,0.0,12,TRN210000000052AR,"경부선,1호선",6.823696698e-06
2025-09-23T10:42:59.073935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.52488848795263,126.95775047297892,0.0,12,TRN210000000052AR,"경부선,1호선",6.823696698e-06
2025-09-23T10:42:59.083935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.52499608435728,126.95786949052335,0.0,12,TRN210000000052AR,"경부선,1호선",6.823696698e-06
2025-09-23T10:42:59.093935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.52505040442969,126.95793332671562,0.0,12,TRN210000000052AR,"경부선,1호선",6.823696698e-06
2025-09-23T10:42:59.103935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.525060848356105,126.95794765333765,0.0,12,TRN210000000052AR,"경부선,1호선",6.823696698e-06
2025-09-23T10:42:59.113935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.525085830634886,126.9579799482511,0.0,12,TRN210000000052AR,"경부선,1호선",6.823696698e-06
2025-09-23T10:42:59.123935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.52535535605228,126.95837276419866,0.0,12,TRN210000000052AR,"경부선,1호선",6.823696698e-06
2025-09-23T10:42:59.133935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.52545282078296,126.9585091153363,0.0,12,TRN210000000052AR,"경부선,1호선",6.823696698e-06
2025-09-23T10:42:59.143935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.52572795241843,126.95888771637308,0.0,12,TRN210000000052AR,"경부선,1호선",6.823696698e-06
2025-09-23T10:42:59.153935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.525844481297135,126.95906170593075,0.0,12,TRN210000000052AR,"경부선,1호선",6.823696698e-06
2025-09-23T10:42:59.163935,0.0,0.0,0.0,0.0,0.0,0.0,True,37.526427251470245,126.95989574645131,0.0,12,TRN210000000052AR,"경부선,1호선",6.823696698e-06
